id,repository,url,stars_snapshot,metadata_decision,metadata_reason,metadata_review_basis,source_status,source_review_basis,source_reviewed_at,tested,team_reason,limitations,evidence,source_url,source_sha256,additional_source,related_id
5817,numerai/example-scripts,https://github.com/numerai/example-scripts,1182,范围不优先：垂直领域,主要聚焦特定领域的模型、研究或个人应用；本轮未扩展该专业领域分类。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5818,atinesh/Coursera-Machine-Learning-Stanford,https://github.com/atinesh/Coursera-Machine-Learning-Stanford,1181,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5819,cubezhao/ai-tools-mng,https://github.com/cubezhao/ai-tools-mng,1181,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5820,NativePHP/mobile-air,https://github.com/NativePHP/mobile-air,1181,范围不优先：通用软件,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5821,rudrankriyam/Foundation-Models-Framework-Lab,https://github.com/rudrankriyam/Foundation-Models-Framework-Lab,1181,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306900+00:00,False,移动AI团队可复用recipes并比较配置和可重現运行记录。,依Apple系统/硬件能力，实验工具不是组织协作服务。,README实验库、adapter比较、export evidence和工具。,https://raw.githubusercontent.com/rudrankriyam/Foundation-Models-Framework-Lab/HEAD/README.md,767e257693f89a66e92cb6f23be8929d1a568edc2084bb30aee80ed92e54ba32,,
5822,Aaronontheweb/dotnet-skills,https://github.com/Aaronontheweb/dotnet-skills,1180,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:48:45.486507+00:00,False,团队统一C#/EF/Akka/测试和共享工具约定。,专门agents只含Claude插件，Codex只有skills；效果未测。,README30skills、local-tools与测试。,https://raw.githubusercontent.com/Aaronontheweb/dotnet-skills/HEAD/README.md,c967c01bee325acdf0f0e8fbefb842ac05f23ba8094f157009183a39b98cd30c,,
5823,AML-memory/agent-memory-leaderboard,https://github.com/AML-memory/agent-memory-leaderboard,1180,待README核验,无简介，需查源文。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:48:45.486841+00:00,False,团队可用统一版本化方法比较记忆存取效果。,不代表所有场景排名，公开提交平台与本地实现边界需确认。,README共享协议、评测过程与榜单。,https://raw.githubusercontent.com/AML-memory/agent-memory-leaderboard/HEAD/README.md,f72335e7df2c697e10d1495db217682eacf5736e40703b11108286a13c088945,,
5824,Eternaldeath/AIProductHome,https://github.com/Eternaldeath/AIProductHome,1180,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5825,lmstudio-ai/mlx-engine,https://github.com/lmstudio-ai/mlx-engine,1180,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5826,Azure-Samples/chat-with-your-data-solution-accelerator,https://github.com/Azure-Samples/chat-with-your-data-solution-accelerator,1179,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:48:45.486843+00:00,False,团队集中索引政策/手册并由管理员配置知识和persona。,明确是起点非开箱生产系统，需自有语料评测和访问设置。,README inline citations、managedidentity、admin体验。,https://raw.githubusercontent.com/Azure-Samples/chat-with-your-data-solution-accelerator/HEAD/README.md,4b88d671edfaa55cad9b5c97b6d187b6ff49c5abdc0effb353663e6752deb16d,,
5827,CarlGao4/Demucs-Gui,https://github.com/CarlGao4/Demucs-Gui,1179,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5828,laravel/ai,https://github.com/laravel/ai,1179,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:48:45.486845+00:00,False,PHP团队可用框架一致接口复用AI组件。,SDK不含托管模型或成员治理。,README providers、tools、音视频和vector。,https://raw.githubusercontent.com/laravel/ai/HEAD/README.md,f1930718dfe05d79341563fdad22976ea0fccfb8eeec84c7a6d326d67bc50ca4,,
5829,Azure/GPT-RAG,https://github.com/Azure/GPT-RAG,1178,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:48:45.486846+00:00,False,组织可跨业务知识源构建带权限裁剪的问答流程。,加速器模板需云配置，ZeroTrust定位不等于自动合规认证。,README FoundryIQ、AgentFramework、MCP和IaC。,https://raw.githubusercontent.com/Azure/GPT-RAG/HEAD/README.md,bf350521dfd2a204883c2edce5d2900b9ce2fda69790d24e559a484c61fb49b7,,
5830,currenjin/site-for-developers,https://github.com/currenjin/site-for-developers,1178,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5831,JackHopkins/factorio-learning-environment,https://github.com/JackHopkins/factorio-learning-environment,1178,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5832,Mininglamp-OSS/octo-web,https://github.com/Mininglamp-OSS/octo-web,1178,待README核验,工作场所客户端，需查后端依赖、开源范围和真实团队机制。,逐项阅读缓存的仓库名称与完整简介,duplicate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:48:45.486848+00:00,False,团队可在共同消息界面与代理交互。,仅客户端，必须配octo-server；非独立完整消息平台。 已有 主清单 Octo 的配套 Web/PC 客户端，作为现有条目补充入口，不重复新增。,README workplace humans×agents、React/Electron和REST/WS。,https://raw.githubusercontent.com/Mininglamp-OSS/octo-web/HEAD/README.md,0640288322c598cca3ad21d359d151c7b96445e28ad8eed7e871db9569d99651,,
5833,steven-tey/chathn,https://github.com/steven-tey/chathn,1178,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5834,vuepont/ai-elements-vue,https://github.com/vuepont/ai-elements-vue,1178,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:48:45.486849+00:00,False,前端团队可统一AI交互设计。,审批UI不等于后端权限执行，需AI SDK和shadcn-vue。,README conversations、messages、confirmation与CLI。,https://raw.githubusercontent.com/vuepont/ai-elements-vue/HEAD/README.md,a6ee4cd89f44fd47c45350037feda97f131313f8430c49beeaac16ae6e2756fa,,
5835,jiahaoli57/Call-for-Reviewers,https://github.com/jiahaoli57/Call-for-Reviewers,1177,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5836,ref-tools/ref-tools-mcp,https://github.com/ref-tools/ref-tools-mcp,1177,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:48:45.486852+00:00,False,团队可向编码代理提供API/库文档上下文。,需Ref服务key，源码接入不等于全检索后端开放。,README search/read与托管endpoint。,https://raw.githubusercontent.com/ref-tools/ref-tools-mcp/HEAD/README.md,75c10f7554ebd957a126c3883f74086526706468554150fa1125ff9b1d8321ef,,
5837,thinkany-ai/rag-search,https://github.com/thinkany-ai/rag-search,1177,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:48:45.486854+00:00,False,小型RAG搜索API参考。,功能说明短，未证实团队治理或规模能力。,README FastAPI启动与请求。,https://raw.githubusercontent.com/thinkany-ai/rag-search/HEAD/README.md,a08e578e4938220d2a6445db35f8d7a9e601f5cebfec9564f62e1bd711d70448,,
5838,zblcving9-gif/xianxia-AI-town-AI-,https://github.com/zblcving9-gif/xianxia-AI-town-AI-,1176,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5839,boyu-ai/Hands-on-CV,https://github.com/boyu-ai/Hands-on-CV,1175,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5840,jenly1314/MLKit,https://github.com/jenly1314/MLKit,1175,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5841,matthiasn/lotti,https://github.com/matthiasn/lotti,1175,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5842,mattprusak/autoresearch-genealogy,https://github.com/mattprusak/autoresearch-genealogy,1175,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5843,yashab-cyber/HackGpt,https://github.com/yashab-cyber/HackGpt,1175,待README核验,简介声称企业安全团队平台，功能需要源文证明。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:48:45.486855+00:00,False,安全团队可统一调查报告、角色及审计。,大规模企业级/零日能力未经测试；MIT附企业条款需核对，未执行攻击。,README RBAC/LDAP、SOC解析和报告。,https://raw.githubusercontent.com/yashab-cyber/HackGpt/HEAD/README.md,d21bdc021f1b039b736fbf6388a54d0ac0552864bce198f51feaabb8075369c9,,
5844,grinev/opencode-telegram-bot,https://github.com/grinev/opencode-telegram-bot,1174,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5845,HammerGPT/Hyper-Alpha-Arena,https://github.com/HammerGPT/Hyper-Alpha-Arena,1174,范围不优先：垂直领域,主要聚焦特定领域的模型、研究或个人应用；本轮未扩展该专业领域分类。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5846,its-maestro-baby/maestro,https://github.com/its-maestro-baby/maestro,1174,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:48:45.486856+00:00,False,个人并行编码会话管理。,worktree不保证无冲突或系统隔离；非同名研究MAESTRO。,README1–6CLI、worktree、终端和端口。,https://raw.githubusercontent.com/its-maestro-baby/maestro/HEAD/README.md,dab2150f18267752e03a1b76ec210140a90a0b1655d229c109bbac1a327e6bf4,,
