id,repository,url,stars_snapshot,metadata_decision,source_status,review_stage,final_status,description_en,team_reason,limits_and_notes,tested
4653,tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,1579,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
4654,vercel-labs/dev3000,https://github.com/vercel-labs/dev3000,1578,待README核验,candidate,team-second-pass,团队直接性不足,"A local web-debugging runtime combining server, browser, network, and screenshot evidence.",研发团队可向助手提供统一复现轨迹，减少前后端排障上下文割裂。,研发团队可向助手提供统一复现轨迹，减少前后端排障上下文割裂。 本地调试 runtime，不是多人观测服务；需 Node24+。,False
4655,AnalyseDeCircuit/oxideterm,https://github.com/AnalyseDeCircuit/oxideterm,1577,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
4656,patched-codes/patchwork,https://github.com/patched-codes/patchwork,1577,待README核验,candidate,team-second-pass,团队直接性不足,"A CLI for composable AI-assisted code review, fixes, and development automations.",团队可把重复修复和 PR 审阅流程接入本地或 CI/CD。,团队可把重复修复和 PR 审阅流程接入本地或 CI/CD。 核心 AGPL，自定义模板 Apache；安全/RAG flow 需可选依赖。,False
4657,uber/ADR,https://github.com/uber/ADR,1577,待README核验,candidate,deep-pass-001,团队直接性不足,"Tools for discovering agent usage, collecting telemetry, and detecting risky behavior.",企业安全团队可盘点员工代理、统一轨迹与检测评测。,企业安全团队可盘点员工代理、统一轨迹与检测评测。 Prevention 与离线 Explorer 未公开，不能宣传本仓已提供完整阻断；生产使用为作者自述。,False
4658,xLLM-AI/xllm,https://github.com/xLLM-AI/xllm,1577,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
4659,Continuum-AI-Corp/OrcaRouter-Lite,https://github.com/Continuum-AI-Corp/OrcaRouter-Lite,1576,待README核验,candidate,team-second-pass,团队直接性不足,"A single-workspace, self-hosted LLM router with automatic provider routing.",小型平台团队可复用模型入口和故障切换。,小型平台团队可复用模型入口和故障切换。 没有多租户/RBAC/SSO/审计控制台，Teams 版尚待推出；Docker 镜像仍 coming soon。,False
4660,cyberark/FuzzyAI,https://github.com/cyberark/FuzzyAI,1576,待README核验,candidate,team-second-pass,工程组件另列,A fuzzer for identifying jailbreaks and weaknesses in LLM APIs.,安全团队可复用自动化模型接口测试。,安全团队可复用自动化模型接口测试。 测试发现不保证安全，未运行攻击。,False
4661,jeremy-prt/bloub,https://github.com/jeremy-prt/bloub,1576,范围不优先：通用软件,metadata-only,,metadata-only,,,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,False
4662,omnilib/aiosqlite,https://github.com/omnilib/aiosqlite,1576,范围不优先：通用软件,metadata-only,,metadata-only,,,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,False
4663,openchoreo/openchoreo,https://github.com/openchoreo/openchoreo,1576,待README核验,candidate,deep-pass-001,工程组件另列,A Kubernetes developer platform for application and agent-workload delivery.,平台团队定义组织边界与 golden paths，开发者和代理复用自助交付入口。,平台团队定义组织边界与 golden paths，开发者和代理复用自助交付入口。 通用平台扩展到代理工作负载，不是仅靠 AI 自动交付；部署复杂度需评估。,False
4664,zama-ai/concrete,https://github.com/zama-ai/concrete,1576,范围不优先：通用软件,metadata-only,,metadata-only,,,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,False
4665,gcorso/DiffDock,https://github.com/gcorso/DiffDock,1575,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
4666,BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,1574,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
4667,kevinhughes27/TensorKart,https://github.com/kevinhughes27/TensorKart,1574,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
4668,ArztSamuel/Applying_EANNs,https://github.com/ArztSamuel/Applying_EANNs,1573,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
4669,feremabraz/bloomberg-terminal,https://github.com/feremabraz/bloomberg-terminal,1573,范围不优先：垂直领域,metadata-only,,metadata-only,,,主要聚焦特定领域的模型、研究或个人应用；本轮未扩展该专业领域分类。,False
4670,Haidra-Org/AI-Horde,https://github.com/Haidra-Org/AI-Horde,1573,待README核验,candidate,deep-pass-001,商业或许可边界待核,A distributed inference middleware for shared image and text generation compute.,团队可私有部署，汇聚可动态加入的推理资源。,团队可私有部署，汇聚可动态加入的推理资源。 公共服务依志愿算力，非 SLA；公共 kudos 与私有部署分开，AGPL。,False
4671,hyperbrowserai/HyperAgent,https://github.com/hyperbrowserai/HyperAgent,1573,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
4672,langchain-ai/deepagentsjs,https://github.com/langchain-ai/deepagentsjs,1572,需去重核验,candidate,team-second-pass,工程组件另列,"A JavaScript agent harness with planning, filesystem context, and task delegation.",JS 团队可复用长任务执行基础能力与上下文管理。,JS 团队可复用长任务执行基础能力与上下文管理。 根 README 是符号链接，已读取目标；peer dependency 版本需对齐，子代理非多人。,False
4673,quixio/quix-streams,https://github.com/quixio/quix-streams,1572,范围不优先：通用软件,metadata-only,,metadata-only,,,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,False
4674,chenryn/aiops-handbook,https://github.com/chenryn/aiops-handbook,1571,待README核验,secondary,,secondary,,,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,False
4675,FluxML/Zygote.jl,https://github.com/FluxML/Zygote.jl,1571,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
4676,MLSysOps/MLE-agent,https://github.com/MLSysOps/MLE-agent,1571,待README核验,secondary,,secondary,,,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,False
4677,modelscope/AgentEvolver,https://github.com/modelscope/AgentEvolver,1571,待README核验,not-priority,,not-priority,,,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,False
4678,steel-dev/awesome-web-agents,https://github.com/steel-dev/awesome-web-agents,1571,范围不优先：通用学习,metadata-only,,metadata-only,,,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,False
4679,universal-tool-calling-protocol/code-mode,https://github.com/universal-tool-calling-protocol/code-mode,1571,待README核验,candidate,team-second-pass,团队直接性不足,A library for composing tool calls through generated TypeScript code.,工程团队可统一工具调用接口并批量编排 API。,工程团队可统一工具调用接口并批量编排 API。 Node isolates/VM 宣传不能等同强 OS 沙箱，性能基准未复现。,False
4680,aimeos/aimeos-typo3,https://github.com/aimeos/aimeos-typo3,1570,范围不优先：通用软件,metadata-only,,metadata-only,,,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,False
4681,rivet-dev/sandbox-agent,https://github.com/rivet-dev/sandbox-agent,1570,待README核验,candidate,team-second-pass,工程组件另列,A server exposing coding-agent sessions through a unified HTTP and event-stream API.,平台团队可统一远程代理控制、权限交互、轨迹存储和回放。,平台团队可统一远程代理控制、权限交互、轨迹存储和回放。 运行在已有 sandbox 内，本身不供应底层隔离；Gigacode 为实验功能。,False
4682,amd/gaia,https://github.com/amd/gaia,1567,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
4683,hexdocom/lemonai,https://github.com/hexdocom/lemonai,1566,待README核验,candidate,commercial-pass-001,团队直接性不足,"A self-hosted general agent for research, coding, and data analysis with editable outputs.",团队可复用研究报告与分析产物，并进行人机反复修订。,团队可复用研究报告与分析产物，并进行人机反复修订。 自定义 Apache 附加限制；Docker 描述不证明独立强 VM，云模型启用后非零云依赖。,False
4684,langchain-ai/langgraph-swarm-py,https://github.com/langchain-ai/langgraph-swarm-py,1566,需去重核验,secondary,,secondary,,,可能是已有项目的改名、组件、镜像或衍生入口，需核对后避免重复收录。,False
4685,digitalinnovationone/dio-agent,https://github.com/digitalinnovationone/dio-agent,1565,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
4686,GDQuest/godot-steering-ai-framework,https://github.com/GDQuest/godot-steering-ai-framework,1564,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
